zip,city,state,latitude,longitude
00601,ADJUNTAS,PR,18.163995634,-66.71901754
00602,AGUADA,PR,18.385289457,-67.18383896
00603,AGUADILLA,PR,18.450963623,-67.14491698
00606,MARICAO,PR,18.191914026,-66.98321853
00610,ANASCO,PR,18.284549801,-67.1468618
00612,ARECIBO,PR,18.458300705,-66.72156163
00616,BAJADERO,PR,18.445186396,-66.61916958
00617,BARCELONETA,PR,18.437663322,-66.54876757
00622,BOQUERON,PR,18.0329,-67.1289
00623,CABO ROJO,PR,18.081159228,-67.15756083
00624,PENUELAS,PR,18.042847459,-66.72388142
00627,CAMUY,PR,18.473538058,-66.84395819
00637,SABANA GRANDE,PR,18.07097955,-66.94991148
00638,CIALES,PR,18.315388686,-66.4704764
00641,UTUADO,PR,18.254751029,-66.69833516
00646,DORADO,PR,18.446406012,-66.27933181
00647,ENSENADA,PR,17.963455666,-66.93785092
00650,FLORIDA,PR,18.379790292,-66.58516316
00652,GARROCHALES,PR,18.46747026,-66.61530519
00653,GUANICA,PR,17.973403906,-66.90653706
00656,GUAYANILLA,PR,18.019550746,-66.78895216
00659,HATILLO,PR,18.479034382,-66.81207398
00660,HORMIGUEROS,PR,18.138082534,-67.12310354
00662,ISABELA,PR,18.481670447,-67.02573925
00664,JAYUYA,PR,18.224168869,-66.59097158
00667,LAJAS,PR,18.04785348,-67.05742437
00669,LARES,PR,18.294540771,-66.88201205
00670,LAS MARIAS,PR,18.258828113,-66.99085608
00674,MANATI,PR,18.430966057,-66.48067651
00676,MOCA,PR,18.394362819,-67.11356206
00677,RINCON,PR,18.337566605,-67.24385005
00678,QUEBRADILLAS,PR,18.468057359,-66.93327591
00680,MAYAGUEZ,PR,18.18961331,-67.13711104
00682,MAYAGUEZ,PR,18.205773675,-67.17393124
00683,SAN GERMAN,PR,18.085389769,-67.04268274
00685,SAN SEBASTIAN,PR,18.330220992,-66.99321915
00687,MOROVIS,PR,18.342759428,-66.41566792
00688,SABANA HOYOS,PR,18.3613,-66.6224
00690,SAN ANTONIO,PR,18.493962254,-67.09974146
00692,VEGA ALTA,PR,18.432009217,-66.32932792
00693,VEGA BAJA,PR,18.450881455,-66.40301479
00698,YAUCO,PR,18.024785916,-66.85553881
00703,AGUAS BUENAS,PR,18.254331207,-66.10298856
00704,AGUIRRE,PR,17.97083135,-66.24301392
00705,AIBONITO,PR,18.138822991,-66.2697151
00707,MAUNABO,PR,18.000768062,-65.89759509
00714,ARROYO,PR,17.974489908,-66.05697975
00715,MERCEDITA,PR,18.012828735,-66.55452618
00716,PONCE,PR,18.001358545,-66.60587841
00717,PONCE,PR,18.003497126,-66.61300395
00718,NAGUABO,PR,18.210043919,-65.72682836
00719,NARANJITO,PR,18.299193841,-66.24459205
00720,OROCOVIS,PR,18.189367503,-66.41322965
00723,PATILLAS,PR,18.05569705,-66.00930502
00725,CAGUAS,PR,18.233724976,-66.03286806
00727,CAGUAS,PR,18.23224466,-66.05279781
00728,PONCE,PR,18.010416663,-66.64973111
00729,CANOVANAS,PR,18.382012649,-65.89905371
00730,PONCE,PR,18.026352907,-66.61290645
00731,PONCE,PR,18.096790735,-66.63756377
00735,CEIBA,PR,18.266178903,-65.64876508
00736,CAYEY,PR,18.11896544,-66.14957224
00738,FAJARDO,PR,18.333482437,-65.65396899
00739,CIDRA,PR,18.171172035,-66.14810955
00740,PUERTO REAL,PR,18.329627252,-65.63888643
00741,PUNTA SANTIAGO,PR,18.16119008,-65.75420798
00745,RIO GRANDE,PR,18.379057965,-65.82858885
00751,SALINAS,PR,17.979107098,-66.28011727
00754,SAN LORENZO,PR,18.191457865,-65.9716467
00757,SANTA ISABEL,PR,17.970564529,-66.39034719
00765,VIEQUES,PR,18.14336675,-65.45076621
00766,VILLALBA,PR,18.127801312,-66.49604876
00767,YABUCOA,PR,18.06264764,-65.86324251
00769,COAMO,PR,18.07505309,-66.36567608
00771,LAS PIEDRAS,PR,18.192665223,-65.87877955
00772,LOIZA,PR,18.432201733,-65.86648544
00773,LUQUILLO,PR,18.372548387,-65.71945553
00777,JUNCOS,PR,18.226735174,-65.92213853
00778,GURABO,PR,18.249221592,-65.97838807
00780,COTO LAUREL,PR,18.052509722,-66.55373269
00782,COMERIO,PR,18.222394607,-66.22549628
00783,COROZAL,PR,18.338951226,-66.31996462
00784,GUAYAMA,PR,17.981330786,-66.11591118
00791,HUMACAO,PR,18.130491778,-65.82755916
00794,BARRANQUITAS,PR,18.188095753,-66.31264016
00795,JUANA DIAZ,PR,18.03694282,-66.50730516
00802,ST THOMAS,VI,18.338266834,-64.91019031
00820,CHRISTIANSTED,VI,17.744811981,-64.71095202
00830,ST JOHN,VI,18.3356,-64.7508
00840,FREDERIKSTED,VI,17.715578412,-64.84064088
00850,KINGSHILL,VI,17.729427751,-64.78718383
00901,SAN JUAN,PR,18.464555702,-66.10600856
00907,SAN JUAN,PR,18.453167932,-66.0753999
00909,SAN JUAN,PR,18.436135789,-66.06730902
00911,SAN JUAN,PR,18.447986728,-66.05983534
00912,SAN JUAN,PR,18.44544117,-66.06028333
00913,SAN JUAN,PR,18.451132433,-66.04307154
00915,SAN JUAN,PR,18.437837891,-66.04760506
00917,SAN JUAN,PR,18.4215165,-66.05011107
00918,SAN JUAN,PR,18.416531458,-66.06326083
00920,SAN JUAN,PR,18.409377825,-66.08988634
00921,SAN JUAN,PR,18.392791854,-66.08899202
00923,SAN JUAN,PR,18.410224888,-66.0368911
00924,SAN JUAN,PR,18.3995513,-66.01398688
00925,SAN JUAN,PR,18.4023666,-66.05291666
00926,SAN JUAN,PR,18.367909533,-66.05588589
00927,SAN JUAN,PR,18.392798617,-66.06894745
00934,FORT BUCHANAN,PR,18.4078,-66.137
00949,TOA BAJA,PR,18.435921,-66.19399885
00952,SABANA SECA,PR,18.4311915,-66.18311765
00953,TOA ALTA,PR,18.384935021,-66.22530442
00956,BAYAMON,PR,18.363521673,-66.16132271
00957,BAYAMON,PR,18.370093325,-66.18221526
00959,BAYAMON,PR,18.392083921,-66.15348505
00961,BAYAMON,PR,18.408218122,-66.16224522
00962,CATANO,PR,18.437037533,-66.1343486
00965,GUAYNABO,PR,18.431336203,-66.11612421
00966,GUAYNABO,PR,18.399271479,-66.11410101
00968,GUAYNABO,PR,18.405712039,-66.10051059
00969,GUAYNABO,PR,18.368342579,-66.10701659
00971,GUAYNABO,PR,18.357050789,-66.10642101
00976,TRUJILLO ALTO,PR,18.363024537,-66.0172233
00979,CAROLINA,PR,18.439088117,-66.01860382
00982,CAROLINA,PR,18.409583964,-65.99281208
00983,CAROLINA,PR,18.416333418,-65.9760569
00985,CAROLINA,PR,18.398567874,-65.95961329
00987,CAROLINA,PR,18.374007219,-65.96746421
01001,AGAWAM,MA,42.07018817,-72.62142905
01002,AMHERST,MA,42.374723226,-72.51071918
01003,AMHERST,MA,42.392512,-72.523668
01005,BARRE,MA,42.412651293,-72.11214961
01007,BELCHERTOWN,MA,42.27329748,-72.4094026
01008,BLANDFORD,MA,42.188539747,-72.95323445
01010,BRIMFIELD,MA,42.133450103,-72.2030125
01011,CHESTER,MA,42.295048192,-72.96592271
01012,CHESTERFIELD,MA,42.376478477,-72.8405442
01013,CHICOPEE,MA,42.162441678,-72.60793384
01020,CHICOPEE,MA,42.175818139,-72.5758054
01022,CHICOPEE,MA,42.194245055,-72.55978869
01026,CUMMINGTON,MA,42.467588758,-72.92011956
01027,EASTHAMPTON,MA,42.266451377,-72.67860734
01028,EAST LONGMEADOW,MA,42.066128468,-72.5040527
01030,FEEDING HILLS,MA,42.070848573,-72.67393885
01031,GILBERTVILLE,MA,42.330121107,-72.18145951
01032,GOSHEN,MA,42.456421691,-72.82322646
01033,GRANBY,MA,42.256313495,-72.51861394
01034,GRANVILLE,MA,42.067630967,-72.9256513
01035,HADLEY,MA,42.361032594,-72.56953589
01036,HAMPDEN,MA,42.066494695,-72.42971381
01038,HATFIELD,MA,42.377577142,-72.6098632
01039,HAYDENVILLE,MA,42.392069221,-72.68969971
01040,HOLYOKE,MA,42.202296028,-72.62683922
01050,HUNTINGTON,MA,42.267571304,-72.86300689
01053,LEEDS,MA,42.352102792,-72.69795443
01054,LEVERETT,MA,42.469814835,-72.49681503
01056,LUDLOW,MA,42.17340753,-72.46954771
01057,MONSON,MA,42.098615533,-72.32155595
01060,NORTHAMPTON,MA,42.32438196,-72.6364621
01062,FLORENCE,MA,42.325087843,-72.67840314
01068,OAKHAM,MA,42.349303147,-72.05376161
01069,PALMER,MA,42.170232566,-72.32463103
01070,PLAINFIELD,MA,42.515949871,-72.91925281
01071,RUSSELL,MA,42.159682,-72.85671906
01072,SHUTESBURY,MA,42.466965474,-72.42828291
01073,SOUTHAMPTON,MA,42.225595914,-72.71771884
01075,SOUTH HADLEY,MA,42.235768839,-72.58406297
01077,SOUTHWICK,MA,42.053548673,-72.76987168
01080,THREE RIVERS,MA,42.18119648,-72.36264586
01081,WALES,MA,42.059049959,-72.22534236
01082,WARE,MA,42.264944704,-72.25770529
01084,WEST CHESTERFIELD,MA,42.375672953,-72.88201777
01085,WESTFIELD,MA,42.128266038,-72.74982115
01088,WEST HATFIELD,MA,42.386328194,-72.63798934
01089,WEST SPRINGFIELD,MA,42.116016976,-72.63933857
01095,WILBRAHAM,MA,42.12824677,-72.44423998
01096,WILLIAMSBURG,MA,42.407769556,-72.76837042
01098,WORTHINGTON,MA,42.396170507,-72.93736522
01103,SPRINGFIELD,MA,42.103637822,-72.58800256
01104,SPRINGFIELD,MA,42.128884443,-72.57765114
01105,SPRINGFIELD,MA,42.1014773,-72.57828386
01106,LONGMEADOW,MA,42.051400769,-72.56652419
01107,SPRINGFIELD,MA,42.118683685,-72.60638991
01108,SPRINGFIELD,MA,42.085194031,-72.55802029
01109,SPRINGFIELD,MA,42.116714582,-72.55128837
01118,SPRINGFIELD,MA,42.09303739,-72.52788986
01119,SPRINGFIELD,MA,42.127227453,-72.51096758
01128,SPRINGFIELD,MA,42.095890484,-72.48830513
01129,SPRINGFIELD,MA,42.124110722,-72.48831499
01151,INDIAN ORCHARD,MA,42.153522348,-72.50381616
01201,PITTSFIELD,MA,42.451874951,-73.24816089
01220,ADAMS,MA,42.623615124,-73.1176154
01222,ASHLEY FALLS,MA,42.059965349,-73.31588791
01223,BECKET,MA,42.297851854,-73.08842164
01224,BERKSHIRE,MA,42.506019413,-73.19902255
01225,CHESHIRE,MA,42.561764578,-73.15392488
01226,DALTON,MA,42.469917639,-73.16529696
01230,GREAT BARRINGTON,MA,42.191229956,-73.36139051
01235,HINSDALE,MA,42.433944569,-73.08230362
01236,HOUSATONIC,MA,42.257555715,-73.37382694
01237,LANESBOROUGH,MA,42.52169539,-73.24129378
01238,LEE,MA,42.305559385,-73.24691432
01240,LENOX,MA,42.364896091,-73.27210942
01245,MONTEREY,MA,42.186835313,-73.1908618
01247,NORTH ADAMS,MA,42.698731398,-73.10799152
01253,OTIS,MA,42.228217091,-73.10917745
01254,RICHMOND,MA,42.3763592,-73.35801036
01255,SANDISFIELD,MA,42.101507749,-73.13318651
01256,SAVOY,MA,42.573758329,-73.01568747
01257,SHEFFIELD,MA,42.101870605,-73.36031321
01258,SOUTH EGREMONT,MA,42.088279689,-73.45909247
01259,SOUTHFIELD,MA,42.067147989,-73.26476853
01266,WEST STOCKBRIDGE,MA,42.3176015,-73.38394849
01267,WILLIAMSTOWN,MA,42.701852507,-73.20865127
01270,WINDSOR,MA,42.507513967,-73.04871004
01301,GREENFIELD,MA,42.600236676,-72.60098765
01330,ASHFIELD,MA,42.517652447,-72.8119545
01331,ATHOL,MA,42.584015393,-72.21659161
01337,BERNARDSTON,MA,42.683142943,-72.56236712
01338,BUCKLAND,MA,42.588158263,-72.79478445
01339,CHARLEMONT,MA,42.627326424,-72.87278721
01340,COLRAIN,MA,42.679202296,-72.71556748
01341,CONWAY,MA,42.518993416,-72.69624798
01342,DEERFIELD,MA,42.540933304,-72.60489685
01343,DRURY,MA,42.656001873,-72.9898832
01344,ERVING,MA,42.594023201,-72.45427326
01346,HEATH,MA,42.653469957,-72.82951548
01349,MILLERS FALLS,MA,42.57491566,-72.491721
01350,MONROE BRIDGE,MA,42.721330407,-72.94389341
01351,MONTAGUE,MA,42.546197195,-72.53349218
01354,GILL,MA,42.628808622,-72.52296937
01355,NEW SALEM,MA,42.508035628,-72.3295666
01360,NORTHFIELD,MA,42.684207463,-72.45159718
01364,ORANGE,MA,42.589520877,-72.29560652
01366,PETERSHAM,MA,42.488308941,-72.19072231
01367,ROWE,MA,42.700704438,-72.90545242
01368,ROYALSTON,MA,42.670163973,-72.179367
01370,SHELBURNE FALLS,MA,42.601563439,-72.7328131
01373,SOUTH DEERFIELD,MA,42.478179626,-72.61025418
01375,SUNDERLAND,MA,42.45580254,-72.56805376
01376,TURNERS FALLS,MA,42.598668747,-72.55639015
01378,WARWICK,MA,42.669666898,-72.33896971
01379,WENDELL,MA,42.540954685,-72.40592203
01380,WENDELL DEPOT,MA,42.559003211,-72.39729426
01420,FITCHBURG,MA,42.578578766,-71.80467618
01430,ASHBURNHAM,MA,42.65237141,-71.92909684
01431,ASHBY,MA,42.675398693,-71.81640755
01432,AYER,MA,42.559950962,-71.57147056
01434,DEVENS,MA,42.542420394,-71.61666183
01436,BALDWINVILLE,MA,42.605068944,-72.07049513
01440,GARDNER,MA,42.574856799,-71.9913647
01450,GROTON,MA,42.611285398,-71.560301
01451,HARVARD,MA,42.500569175,-71.57679614
01452,HUBBARDSTON,MA,42.487759931,-72.00125743
01453,LEOMINSTER,MA,42.526563806,-71.75448635
01460,LITTLETON,MA,42.538967566,-71.48384928
01462,LUNENBURG,MA,42.586817697,-71.72736449
01463,PEPPERELL,MA,42.669144126,-71.59312894
01464,SHIRLEY,MA,42.565259216,-71.64696363
01468,TEMPLETON,MA,42.554813658,-72.06266493
01469,TOWNSEND,MA,42.657294968,-71.69274818
01473,WESTMINSTER,MA,42.550465487,-71.90400562
01474,WEST TOWNSEND,MA,42.671298944,-71.74629302
01475,WINCHENDON,MA,42.677577306,-72.04714043
01501,AUBURN,MA,42.204554579,-71.8385056
01503,BERLIN,MA,42.379108887,-71.63025126
01504,BLACKSTONE,MA,42.029284098,-71.52693086
01505,BOYLSTON,MA,42.339337301,-71.7275775
01506,BROOKFIELD,MA,42.194164109,-72.10104054
01507,CHARLTON,MA,42.138948344,-71.96444661
01510,CLINTON,MA,42.417703021,-71.68038427
01515,EAST BROOKFIELD,MA,42.214617336,-72.04762735
01516,DOUGLAS,MA,42.057655394,-71.72876098
01518,FISKDALE,MA,42.123080399,-72.11477011
01519,GRAFTON,MA,42.199313726,-71.68733135
01520,HOLDEN,MA,42.338725966,-71.84197639
01521,HOLLAND,MA,42.055241726,-72.15881562
01522,JEFFERSON,MA,42.37621671,-71.86792517
01523,LANCASTER,MA,42.460339654,-71.68878335
01524,LEICESTER,MA,42.239028278,-71.91812129
01527,MILLBURY,MA,42.197224166,-71.76367617
01529,MILLVILLE,MA,42.033921995,-71.57950492
01531,NEW BRAINTREE,MA,42.320466572,-72.12589584
01532,NORTHBOROUGH,MA,42.318384642,-71.64612894
01534,NORTHBRIDGE,MA,42.147458249,-71.65369339
01535,NORTH BROOKFIELD,MA,42.2667366,-72.08112961
01536,NORTH GRAFTON,MA,42.227916959,-71.70202951
01537,NORTH OXFORD,MA,42.170188772,-71.89342589
01540,OXFORD,MA,42.114980299,-71.86773682
01541,PRINCETON,MA,42.452777593,-71.87588738
01542,ROCHDALE,MA,42.199909089,-71.90704168
01543,RUTLAND,MA,42.377397395,-71.95195903
01545,SHREWSBURY,MA,42.282629059,-71.71790409
01550,SOUTHBRIDGE,MA,42.074426661,-72.0333581
01560,SOUTH GRAFTON,MA,42.174896114,-71.68111431
01562,SPENCER,MA,42.244703145,-71.98893179
01564,STERLING,MA,42.438160563,-71.76820836
01566,STURBRIDGE,MA,42.10879713,-72.07752637
01568,UPTON,MA,42.17106849,-71.60841232
01569,UXBRIDGE,MA,42.072380281,-71.63246537
01570,WEBSTER,MA,42.048031644,-71.86500082
01571,DUDLEY,MA,42.05012984,-71.91544879
01581,WESTBOROUGH,MA,42.269656089,-71.61859776
01583,WEST BOYLSTON,MA,42.361885752,-71.78457224
01585,WEST BROOKFIELD,MA,42.235735785,-72.15913102
01588,WHITINSVILLE,MA,42.116262227,-71.66445826
01590,SUTTON,MA,42.145169694,-71.74174728
01602,WORCESTER,MA,42.270206574,-71.84339352
01603,WORCESTER,MA,42.244612728,-71.83795152
01604,WORCESTER,MA,42.253896549,-71.77243414
01605,WORCESTER,MA,42.289376746,-71.7888588
01606,WORCESTER,MA,42.313500058,-71.79503473
01607,WORCESTER,MA,42.229680854,-71.79591146
01608,WORCESTER,MA,42.261928659,-71.80122733
01609,WORCESTER,MA,42.274844307,-71.81748107
01610,WORCESTER,MA,42.249990637,-71.80953885
01611,CHERRY VALLEY,MA,42.237240658,-71.87336773
01612,PAXTON,MA,42.304819895,-71.92081926
01701,FRAMINGHAM,MA,42.319542911,-71.42463031
01702,FRAMINGHAM,MA,42.283361888,-71.42536338
01718,ACTON,MA,42.519000804,-71.42791173
01719,BOXBOROUGH,MA,42.487685652,-71.51897326
01720,ACTON,MA,42.484289146,-71.44010425
01721,ASHLAND,MA,42.253836115,-71.45894164
01730,BEDFORD,MA,42.496022305,-71.27393539
01731,HANSCOM AFB,MA,42.452913294,-71.2805533
01740,BOLTON,MA,42.436925567,-71.60686206
01741,CARLISLE,MA,42.528161383,-71.35275664
01742,CONCORD,MA,42.456404277,-71.37692399
01745,FAYVILLE,MA,42.291811407,-71.5029211
01746,HOLLISTON,MA,42.20239242,-71.43802254
01747,HOPEDALE,MA,42.12605385,-71.53640555
01748,HOPKINTON,MA,42.224451249,-71.52844026
01749,HUDSON,MA,42.391177529,-71.56095195
01752,MARLBOROUGH,MA,42.349471032,-71.54327181
01754,MAYNARD,MA,42.431153756,-71.45339178
01756,MENDON,MA,42.096037323,-71.54982645
01757,MILFORD,MA,42.151697562,-71.52456994
01760,NATICK,MA,42.287155533,-71.35958868
01770,SHERBORN,MA,42.233727237,-71.37911864
01772,SOUTHBOROUGH,MA,42.293362629,-71.52934307
01773,LINCOLN,MA,42.425508778,-71.31386384
01775,STOW,MA,42.431091687,-71.51413061
01776,SUDBURY,MA,42.383647211,-71.42561218
01778,WAYLAND,MA,42.348412117,-71.35754266
01801,WOBURN,MA,42.485278346,-71.15600391
01803,BURLINGTON,MA,42.504798539,-71.19914618
01810,ANDOVER,MA,42.652780258,-71.16041781
01821,BILLERICA,MA,42.550905967,-71.25365366
01824,CHELMSFORD,MA,42.59338908,-71.35697289
01826,DRACUT,MA,42.676830389,-71.31862422
01827,DUNSTABLE,MA,42.673090934,-71.50005272
01830,HAVERHILL,MA,42.7858198,-71.07198193
01832,HAVERHILL,MA,42.779378371,-71.11023525
01833,GEORGETOWN,MA,42.726919588,-70.98013654
01834,GROVELAND,MA,42.754365712,-71.02381
01835,HAVERHILL,MA,42.758037592,-71.0852574
01840,LAWRENCE,MA,42.707543785,-71.15974883
01841,LAWRENCE,MA,42.711620675,-71.1667621
01843,LAWRENCE,MA,42.691095553,-71.15917654
01844,METHUEN,MA,42.729767513,-71.17864455
01845,NORTH ANDOVER,MA,42.681990598,-71.10711885
01850,LOWELL,MA,42.656548129,-71.3049499
01851,LOWELL,MA,42.631400607,-71.33429128
01852,LOWELL,MA,42.635610667,-71.29957456
01854,LOWELL,MA,42.649016373,-71.33720111
01860,MERRIMAC,MA,42.834355964,-71.00324313
01862,NORTH BILLERICA,MA,42.576297908,-71.29112045
01863,NORTH CHELMSFORD,MA,42.635153924,-71.38749349
01864,NORTH READING,MA,42.581199803,-71.09476496
01867,READING,MA,42.526176413,-71.1083464
01876,TEWKSBURY,MA,42.606309537,-71.22327389
01879,TYNGSBORO,MA,42.667786152,-71.41918628
01880,WAKEFIELD,MA,42.501310375,-71.06755271
01886,WESTFORD,MA,42.588939522,-71.43918649
01887,WILMINGTON,MA,42.558469167,-71.17259236
01890,WINCHESTER,MA,42.453568476,-71.14372826
01901,LYNN,MA,42.463162251,-70.94562647
01902,LYNN,MA,42.469155674,-70.94055237
01904,LYNN,MA,42.487608053,-70.96211575
01905,LYNN,MA,42.464608346,-70.97244219
01906,SAUGUS,MA,42.463932285,-71.01276121
01907,SWAMPSCOTT,MA,42.474857472,-70.90876635
01908,NAHANT,MA,42.425829504,-70.92752874
01913,AMESBURY,MA,42.854916437,-70.93601639
01915,BEVERLY,MA,42.560372374,-70.87738951
01921,BOXFORD,MA,42.67886163,-71.00969099
01922,BYFIELD,MA,42.753797308,-70.92795518
01923,DANVERS,MA,42.56947867,-70.94444509
01929,ESSEX,MA,42.630754725,-70.78175274
01930,GLOUCESTER,MA,42.621553504,-70.67208341
01938,IPSWICH,MA,42.681504861,-70.84919846
01940,LYNNFIELD,MA,42.528731255,-71.02927099
01944,MANCHESTER,MA,42.578667787,-70.76612988
01945,MARBLEHEAD,MA,42.499237021,-70.86324858
01949,MIDDLETON,MA,42.595959723,-71.0106225
01950,NEWBURYPORT,MA,42.812857751,-70.88274783
01951,NEWBURY,MA,42.790734036,-70.8411908
01952,SALISBURY,MA,42.84860514,-70.85085578
01960,PEABODY,MA,42.533231486,-70.95926161
01966,ROCKPORT,MA,42.658373209,-70.61942019
01969,ROWLEY,MA,42.714717929,-70.90845696
01970,SALEM,MA,42.514559392,-70.90097288
01982,SOUTH HAMILTON,MA,42.618291311,-70.85688992
01983,TOPSFIELD,MA,42.641375054,-70.94783224
01984,WENHAM,MA,42.601771398,-70.88796863
01985,WEST NEWBURY,MA,42.795310302,-70.9776761
02019,BELLINGHAM,MA,42.073339825,-71.4755785
02021,CANTON,MA,42.164133325,-71.13134593
02025,COHASSET,MA,42.239430332,-70.81308493
02026,DEDHAM,MA,42.244300205,-71.16592997
02030,DOVER,MA,42.234582219,-71.28320848
02032,EAST WALPOLE,MA,42.155484108,-71.21691304
02035,FOXBORO,MA,42.063355968,-71.24200254
02038,FRANKLIN,MA,42.089932319,-71.40543753
02043,HINGHAM,MA,42.225026285,-70.89728573
02045,HULL,MA,42.28379853,-70.87270581
02048,MANSFIELD,MA,42.023446238,-71.21341573
02050,MARSHFIELD,MA,42.106567484,-70.70190787
02052,MEDFIELD,MA,42.185588375,-71.30404135
02053,MEDWAY,MA,42.151841232,-71.42339828
02054,MILLIS,MA,42.16839071,-71.36361577
02056,NORFOLK,MA,42.117972152,-71.33278757
02061,NORWELL,MA,42.159804302,-70.82238047
02062,NORWOOD,MA,42.187385824,-71.20299687
02066,SCITUATE,MA,42.203737754,-70.75142386
02067,SHARON,MA,42.112320135,-71.17810537
02071,SOUTH WALPOLE,MA,42.100415917,-71.27206389
02072,STOUGHTON,MA,42.126775267,-71.10760261
02081,WALPOLE,MA,42.146859269,-71.2500906
02090,WESTWOOD,MA,42.217016225,-71.20736627
02093,WRENTHAM,MA,42.058308685,-71.34406885
02108,BOSTON,MA,42.355711982,-71.06724095
02109,BOSTON,MA,42.363143766,-71.0536417
02110,BOSTON,MA,42.357682436,-71.05392759
02111,BOSTON,MA,42.351795746,-71.06179505
02113,BOSTON,MA,42.365317714,-71.05514348
02114,BOSTON,MA,42.362507682,-71.06520113
02115,BOSTON,MA,42.343092988,-71.09096194
02116,BOSTON,MA,42.34950981,-71.07468473
02118,BOSTON,MA,42.340467198,-71.07313441
02119,ROXBURY,MA,42.323015126,-71.08707579
02120,ROXBURY CROSSING,MA,42.332802843,-71.09718351
02121,DORCHESTER,MA,42.308000264,-71.08275716
02122,DORCHESTER,MA,42.297006988,-71.0575133
02124,DORCHESTER CENTER,MA,42.287470791,-71.07228147
02125,DORCHESTER,MA,42.316708509,-71.05922314
02126,MATTAPAN,MA,42.275623633,-71.09095817
02127,SOUTH BOSTON,MA,42.334750039,-71.04495537
02128,EAST BOSTON,MA,42.376704599,-71.02984326
02129,CHARLESTOWN,MA,42.378016712,-71.06210516
02130,JAMAICA PLAIN,MA,42.312601488,-71.11096864
02131,ROSLINDALE,MA,42.28329758,-71.12894893
02132,WEST ROXBURY,MA,42.278111531,-71.15769044
02134,ALLSTON,MA,42.352695151,-71.13287153
02135,BRIGHTON,MA,42.346843685,-71.15124124
02136,HYDE PARK,MA,42.256087674,-71.12330984
02138,CAMBRIDGE,MA,42.378674862,-71.12769162
02139,CAMBRIDGE,MA,42.365453765,-71.10479013
02140,CAMBRIDGE,MA,42.392780203,-71.13201942
02141,CAMBRIDGE,MA,42.370918754,-71.08264326
02142,CAMBRIDGE,MA,42.363563988,-71.08308921
02143,SOMERVILLE,MA,42.382758598,-71.10172671
02144,SOMERVILLE,MA,42.400338706,-71.12183033
02145,SOMERVILLE,MA,42.391593826,-71.09068965
02148,MALDEN,MA,42.429909166,-71.05863078
02149,EVERETT,MA,42.411020693,-71.05166084
02150,CHELSEA,MA,42.396497728,-71.03233497
02151,REVERE,MA,42.415111844,-71.00336267
02152,WINTHROP,MA,42.377615614,-70.97935396
02155,MEDFORD,MA,42.416197565,-71.10509639
02163,BOSTON,MA,42.365055924,-71.11970549
02169,QUINCY,MA,42.247882316,-70.99929177
02170,QUINCY,MA,42.267285641,-71.01877333
02171,QUINCY,MA,42.283156449,-71.02665899
02176,MELROSE,MA,42.456683728,-71.06378608
02180,STONEHAM,MA,42.481823295,-71.09739958
02184,BRAINTREE,MA,42.208174053,-70.99528617
02186,MILTON,MA,42.25347243,-71.07776373
02188,WEYMOUTH,MA,42.207505149,-70.95653653
02189,EAST WEYMOUTH,MA,42.211451097,-70.93136616
02190,SOUTH WEYMOUTH,MA,42.169193656,-70.94911072
02191,NORTH WEYMOUTH,MA,42.245746267,-70.94110209
02199,BOSTON,MA,42.348785151,-71.08130464
02210,BOSTON,MA,42.350543561,-71.04566749
02215,BOSTON,MA,42.346030513,-71.10036568
02301,BROCKTON,MA,42.082190254,-71.03397864
02302,BROCKTON,MA,42.08853544,-71.00192454
02322,AVON,MA,42.125031845,-71.04257689
02324,BRIDGEWATER,MA,41.981755022,-70.97342104
02330,CARVER,MA,41.889268856,-70.76868557
02332,DUXBURY,MA,42.038220407,-70.71646519
02333,EAST BRIDGEWATER,MA,42.032279715,-70.943778
02338,HALIFAX,MA,41.998080665,-70.84976124
02339,HANOVER,MA,42.124564888,-70.85531942
02341,HANSON,MA,42.060717597,-70.86816631
02343,HOLBROOK,MA,42.147384205,-71.00856093
02346,MIDDLEBORO,MA,41.892119711,-70.89330609
02347,LAKEVILLE,MA,41.84013027,-70.95618224
02351,ABINGTON,MA,42.116819805,-70.95538573
02356,NORTH EASTON,MA,42.055839767,-71.11474909
02359,PEMBROKE,MA,42.064529277,-70.80188112
02360,PLYMOUTH,MA,41.900895776,-70.62808417
02364,KINGSTON,MA,41.991562956,-70.74181079
02367,PLYMPTON,MA,41.96545048,-70.80507992
02368,RANDOLPH,MA,42.174580092,-71.05212068
02370,ROCKLAND,MA,42.127907073,-70.91234677
02375,SOUTH EASTON,MA,42.025623391,-71.09797683
02379,WEST BRIDGEWATER,MA,42.026250869,-71.015198
02382,WHITMAN,MA,42.080841419,-70.93929124
02420,LEXINGTON,MA,42.455568873,-71.2178201
02421,LEXINGTON,MA,42.434189461,-71.23179594
02445,BROOKLINE,MA,42.332576427,-71.12895016
02446,BROOKLINE,MA,42.342919759,-71.12123718
02451,WALTHAM,MA,42.394447451,-71.24661815
02452,WALTHAM,MA,42.395065143,-71.2250685
02453,WALTHAM,MA,42.370000528,-71.23643323
02458,NEWTON,MA,42.355083461,-71.19001076
02459,NEWTON CENTER,MA,42.319410615,-71.19146992
02460,NEWTONVILLE,MA,42.352844642,-71.20803167
02461,NEWTON HIGHLANDS,MA,42.318174446,-71.20838267
