name,datetime,temp,feelslike,precip,preciptype,snow,snowdepth,cloudcover,visibility
"Chicago, IL",2023-06-16T11:00:00,58,58,0,,0,0,100,9.9
"Chicago, IL",2023-06-16T12:00:00,59.6,59.6,0,,0,0,100,9.9
"Chicago, IL",2023-06-16T13:00:00,63.9,63.9,0,,0,0,100,9.9
"Chicago, IL",2023-06-16T14:00:00,65.5,65.5,0,,0,0,100,9.9
"Chicago, IL",2023-06-16T15:00:00,66.4,66.4,0,,0,0,90.3,9.9
"Chicago, IL",2023-06-16T16:00:00,66.4,66.4,0,,0,0,24.2,9.9
"Chicago, IL",2023-06-16T17:00:00,65.2,65.2,0,,0,0,24.2,9.9
"Chicago, IL",2023-06-16T18:00:00,65.8,65.8,0,,0,0,6.2,9.9
"Chicago, IL",2023-06-16T19:00:00,64.7,64.7,0,,0,0,0,9.9
"Chicago, IL",2023-06-16T20:00:00,61.9,61.9,0,,0,0,0,9.9
"Chicago, IL",2023-06-16T21:00:00,59.9,59.9,0,,0,0,0,9.9
"Chicago, IL",2023-06-16T22:00:00,59.1,59.1,0,,0,0,0,9.9
"Chicago, IL",2023-06-16T23:00:00,58.5,58.5,0,,0,0,0,9.9
"Chicago, IL",2023-06-17T00:00:00,58.1,58.1,0,,0,0,6.2,9.5
"Chicago, IL",2023-06-17T01:00:00,57.1,57.1,0,,0,0,6.2,9.5
"Chicago, IL",2023-06-17T02:00:00,56.3,56.3,0,,0,0,0,9.1
"Chicago, IL",2023-06-17T03:00:00,55.6,55.6,0,,0,0,0,8.3
"Chicago, IL",2023-06-17T04:00:00,53.9,53.9,0,,0,0,0,8.1
"Chicago, IL",2023-06-17T05:00:00,53.6,53.6,0,,0,0,0,6.6
"Chicago, IL",2023-06-17T06:00:00,53.6,53.6,0,,0,0,6.2,6.2
"Chicago, IL",2023-06-17T07:00:00,57,57,0,,0,0,0,7.3
"Chicago, IL",2023-06-17T08:00:00,61.3,61.3,0,,0,0,0,7.5
"Chicago, IL",2023-06-17T09:00:00,65.3,65.3,0,,0,0,0,7.9
"Chicago, IL",2023-06-17T10:00:00,70,70,0,,0,0,0,7.9
"Chicago, IL",2023-06-17T11:00:00,73.4,73.4,0,,0,0,0,7.7
"Chicago, IL",2023-06-17T12:00:00,75.5,75.5,0,,0,0,18,7.7
"Chicago, IL",2023-06-17T13:00:00,77.6,77.6,0,,0,0,18,7.7
"Chicago, IL",2023-06-17T14:00:00,78.3,78.3,0,,0,0,44,7.9
"Chicago, IL",2023-06-17T15:00:00,78.3,78.3,0,,0,0,44,8.2
"Chicago, IL",2023-06-17T16:00:00,77.3,77.3,0,,0,0,44,8.1
"Chicago, IL",2023-06-17T17:00:00,77.2,77.2,0,,0,0,44,8.1
"Chicago, IL",2023-06-17T18:00:00,75.6,75.6,0,,0,0,44,9.4
"Chicago, IL",2023-06-17T19:00:00,73.4,73.4,0,,0,0,24.2,9.4
"Chicago, IL",2023-06-17T20:00:00,71,71,0,,0,0,24.2,9.9
"Chicago, IL",2023-06-17T21:00:00,68,68,0,,0,0,18,9.9
"Chicago, IL",2023-06-17T22:00:00,66.5,66.5,0,,0,0,18,9.9
"Chicago, IL",2023-06-17T23:00:00,65.4,65.4,0,,0,0,6.2,9.9
"Chicago, IL",2023-06-18T00:00:00,64.1,64.1,0,,0,0,6.2,9.9
"Chicago, IL",2023-06-18T01:00:00,63.7,63.7,0,,0,0,6.2,9.9
"Chicago, IL",2023-06-18T02:00:00,63,63,0,,0,0,6.2,9.7
"Chicago, IL",2023-06-18T03:00:00,62.8,62.8,0,,0,0,24.2,9.7
"Chicago, IL",2023-06-18T04:00:00,61.9,61.9,0,,0,0,38.9,8.4
"Chicago, IL",2023-06-18T05:00:00,61.7,61.7,0,,0,0,44,7.9
"Chicago, IL",2023-06-18T06:00:00,61.6,61.6,0,,0,0,69.5,7.4
"Chicago, IL",2023-06-18T07:00:00,64.5,64.5,0,,0,0,52.9,7.4
"Chicago, IL",2023-06-18T08:00:00,68.8,68.8,0,,0,0,52.9,7.8
"Chicago, IL",2023-06-18T09:00:00,73.1,73.1,0,,0,0,78.4,8.1
"Chicago, IL",2023-06-18T10:00:00,76.9,76.9,0,,0,0,78.4,8.2
"Chicago, IL",2023-06-18T11:00:00,79.3,79.3,0,,0,0,78.4,8.5
"Chicago, IL",2023-06-18T12:00:00,82,81,0,,0,0,78.4,8.6
"Chicago, IL",2023-06-18T13:00:00,83.3,81.8,0,,0,0,81.7,9.3
"Chicago, IL",2023-06-18T14:00:00,84.6,82.5,0,,0,0,78.4,9.3
"Chicago, IL",2023-06-18T15:00:00,84.6,82.5,0,,0,0,69.5,9.4
"Chicago, IL",2023-06-18T16:00:00,84.3,82.5,0,,0,0,52.9,9.5
"Chicago, IL",2023-06-18T17:00:00,82.6,81.4,0,,0,0,78.4,9.5
"Chicago, IL",2023-06-18T18:00:00,80.3,79.9,0,,0,0,78.4,9.7
"Chicago, IL",2023-06-18T19:00:00,77.2,77.2,0,,0,0,78.4,9.7
"Chicago, IL",2023-06-18T20:00:00,74.9,74.9,0,,0,0,78.4,9.8
"Chicago, IL",2023-06-18T21:00:00,73.1,73.1,0,,0,0,78.4,9.9
"Chicago, IL",2023-06-18T22:00:00,72.3,72.3,0,,0,0,78.4,9.8
"Chicago, IL",2023-06-18T23:00:00,70.4,70.4,0,,0,0,78.4,9.8
"Chicago, IL",2023-06-19T00:00:00,69.5,69.5,0,,0,0,85.6,9.5
"Chicago, IL",2023-06-19T01:00:00,68.7,68.7,0,,0,0,78.4,9.4
"Chicago, IL",2023-06-19T02:00:00,67.5,67.5,0,,0,0,52.9,9.4
"Chicago, IL",2023-06-19T03:00:00,66.4,66.4,0,,0,0,29.4,9
"Chicago, IL",2023-06-19T04:00:00,65.2,65.2,0,,0,0,69.5,8.2
"Chicago, IL",2023-06-19T05:00:00,64.1,64.1,0,,0,0,78.4,7.9
"Chicago, IL",2023-06-19T06:00:00,64.2,64.2,0,,0,0,78.4,7.3
"Chicago, IL",2023-06-19T07:00:00,68,68,0,,0,0,78.4,7.6
"Chicago, IL",2023-06-19T08:00:00,72.1,72.1,0,,0,0,78.4,7.8
"Chicago, IL",2023-06-19T09:00:00,76,76,0,,0,0,78.4,8.6
"Chicago, IL",2023-06-19T10:00:00,80.4,80.3,0,,0,0,78.4,9.7
"Chicago, IL",2023-06-19T11:00:00,81.8,81,0,,0,0,78.4,9.9
"Chicago, IL",2023-06-19T12:00:00,83.2,81.8,0,,0,0,78.4,9.9
"Chicago, IL",2023-06-19T13:00:00,83.4,82.1,0,,0,0,78.4,9.9
"Chicago, IL",2023-06-19T14:00:00,83.6,82.3,0,,0,0,78.4,9.9
"Chicago, IL",2023-06-19T15:00:00,84.3,82.7,0,,0,0,78.4,9.9
"Chicago, IL",2023-06-19T16:00:00,83.9,82.2,0,,0,0,78.4,9.9
"Chicago, IL",2023-06-19T17:00:00,83.7,81.9,0,,0,0,44,9.9
"Chicago, IL",2023-06-19T18:00:00,82.2,80.9,0,,0,0,24.2,9.9
"Chicago, IL",2023-06-19T19:00:00,80,79.5,0,,0,0,24.2,9.9
"Chicago, IL",2023-06-19T20:00:00,75.5,75.5,0,,0,0,24.2,9.9
"Chicago, IL",2023-06-19T21:00:00,72.4,72.4,0,,0,0,24.2,9.9
"Chicago, IL",2023-06-19T22:00:00,70.1,70.1,0,,0,0,0,9.9
"Chicago, IL",2023-06-19T23:00:00,68.7,68.7,0,,0,0,0,9.9
"Chicago, IL",2023-06-20T00:00:00,67.9,67.9,0,,0,0,0,9.9
"Chicago, IL",2023-06-20T01:00:00,66.7,66.7,0,,0,0,0,9.9
"Chicago, IL",2023-06-20T02:00:00,66,66,0,,0,0,0,9.9
"Chicago, IL",2023-06-20T03:00:00,64.5,64.5,0,,0,0,0,9.9
"Chicago, IL",2023-06-20T04:00:00,61.8,61.8,0,,0,0,0,9.9
"Chicago, IL",2023-06-20T05:00:00,61.5,61.5,0,,0,0,24.2,9.9
"Chicago, IL",2023-06-20T06:00:00,63.8,63.8,0,,0,0,24.2,9.5
"Chicago, IL",2023-06-20T07:00:00,67.8,67.8,0,,0,0,18,9.8
"Chicago, IL",2023-06-20T08:00:00,72.3,72.3,0,,0,0,0,9.7
"Chicago, IL",2023-06-20T09:00:00,74.9,74.9,0,,0,0,0,9.8
"Chicago, IL",2023-06-20T10:00:00,77.7,77.7,0,,0,0,0,9.8
"Chicago, IL",2023-06-20T11:00:00,79.7,79.7,0,,0,0,0,9.9
"Chicago, IL",2023-06-20T12:00:00,82.1,81.1,0,,0,0,0,9.9
"Chicago, IL",2023-06-20T13:00:00,81.2,80.7,0,,0,0,0,9.9
"Chicago, IL",2023-06-20T14:00:00,80.3,80.2,0,,0,0,0,9.9
"Chicago, IL",2023-06-20T15:00:00,81.9,81.3,0,,0,0,0,9.9
"Chicago, IL",2023-06-20T16:00:00,82,81.4,0,,0,0,0,9.9
"Chicago, IL",2023-06-20T17:00:00,82.5,81.8,0,,0,0,0,9.9
"Chicago, IL",2023-06-20T18:00:00,81.3,80.9,0,,0,0,0,9.9
"Chicago, IL",2023-06-20T19:00:00,76.8,76.8,0,,0,0,0,9.9
"Chicago, IL",2023-06-20T20:00:00,74.5,74.5,0,,0,0,24.2,9.9
"Chicago, IL",2023-06-20T21:00:00,72.7,72.7,0,,0,0,24.2,9.9
"Chicago, IL",2023-06-20T22:00:00,71.2,71.2,0,,0,0,0,9.9
"Chicago, IL",2023-06-20T23:00:00,70.3,70.3,0,,0,0,0,9.9
"Chicago, IL",2023-06-21T00:00:00,68.4,68.4,0,,0,0,0,9.9
"Chicago, IL",2023-06-21T01:00:00,68,68,0,,0,0,0,9.9
"Chicago, IL",2023-06-21T02:00:00,67.6,67.6,0,,0,0,0,9.9
"Chicago, IL",2023-06-21T03:00:00,66.1,66.1,0,,0,0,0,9.9
"Chicago, IL",2023-06-21T04:00:00,65.8,65.8,0,,0,0,0,9.9
"Chicago, IL",2023-06-21T05:00:00,65.8,65.8,0,,0,0,0,9.9
"Chicago, IL",2023-06-21T06:00:00,67.2,67.2,0,,0,0,0,9.8
"Chicago, IL",2023-06-21T07:00:00,70.2,70.2,0,,0,0,0,9.9
"Chicago, IL",2023-06-21T08:00:00,73.6,73.6,0,,0,0,0,9.9
"Chicago, IL",2023-06-21T09:00:00,76.1,76.1,0,,0,0,0,9.9
"Chicago, IL",2023-06-21T10:00:00,78.7,78.7,0,,0,0,0,9.9
"Chicago, IL",2023-06-21T11:00:00,81,82.1,0,,0,0,6.2,9.8
"Chicago, IL",2023-06-21T12:00:00,82.5,83.1,0,,0,0,24.2,9.9
"Chicago, IL",2023-06-21T13:00:00,84.3,84.6,0,,0,0,18,9.9
"Chicago, IL",2023-06-21T14:00:00,85.3,85.3,0,,0,0,0,9.9
"Chicago, IL",2023-06-21T15:00:00,85.9,85.9,0,,0,0,6.2,9.7
"Chicago, IL",2023-06-21T16:00:00,85.8,85.8,0,,0,0,6.2,9.9
"Chicago, IL",2023-06-21T17:00:00,84.9,84.9,0,,0,0,0,9.9
"Chicago, IL",2023-06-21T18:00:00,83.7,83.9,0,,0,0,0,9.9
"Chicago, IL",2023-06-21T19:00:00,82,82.4,0,,0,0,18,9.9
"Chicago, IL",2023-06-21T20:00:00,75.7,75.7,0,,0,0,24.2,9.9
"Chicago, IL",2023-06-21T21:00:00,74.4,74.4,0,,0,0,24.2,9.9
"Chicago, IL",2023-06-21T22:00:00,72.6,72.6,0,,0,0,24.2,9.9
"Chicago, IL",2023-06-21T23:00:00,73.2,73.2,0,,0,0,80.1,9.9
"Chicago, IL",2023-06-22T00:00:00,72.7,72.7,0,,0,0,89,9.9
"Chicago, IL",2023-06-22T01:00:00,71.3,71.3,0,,0,0,84.4,9.9
"Chicago, IL",2023-06-22T02:00:00,70,70,0,,0,0,41.5,9.9
"Chicago, IL",2023-06-22T03:00:00,69.5,69.5,0,,0,0,44,9.9
"Chicago, IL",2023-06-22T04:00:00,69.3,69.3,0,,0,0,64.4,9.9
"Chicago, IL",2023-06-22T05:00:00,68.9,68.9,0,,0,0,44,9.9
"Chicago, IL",2023-06-22T06:00:00,68.3,68.3,0,,0,0,47.3,9.9
"Chicago, IL",2023-06-22T07:00:00,70.7,70.7,0,,0,0,32.7,9.9
"Chicago, IL",2023-06-22T08:00:00,73.9,73.9,0,,0,0,24.2,9.9
"Chicago, IL",2023-06-22T09:00:00,75.9,75.9,0,,0,0,24.2,9.9
"Chicago, IL",2023-06-22T10:00:00,77.8,77.8,0,,0,0,24.2,9.9
"Chicago, IL",2023-06-22T11:00:00,80,80.6,0,,0,0,24.2,9.9
"Chicago, IL",2023-06-22T12:00:00,82.4,82.3,0,,0,0,24.2,9.9
"Chicago, IL",2023-06-22T13:00:00,83.9,82.9,0,,0,0,24.2,9.9
"Chicago, IL",2023-06-22T14:00:00,83.9,82.9,0,,0,0,44,9.9
"Chicago, IL",2023-06-22T15:00:00,83.9,83,0,,0,0,44,9.9
"Chicago, IL",2023-06-22T16:00:00,83.3,82.2,0,,0,0,52.9,9.9
"Chicago, IL",2023-06-22T17:00:00,81.9,81.2,0,,0,0,52.9,9.9
"Chicago, IL",2023-06-22T18:00:00,80.9,80.4,0,,0,0,52.9,9.9
"Chicago, IL",2023-06-22T19:00:00,77.5,77.5,0,,0,0,78.4,9.9
"Chicago, IL",2023-06-22T20:00:00,74.1,74.1,0,,0,0,78.4,9.9
"Chicago, IL",2023-06-22T21:00:00,72.5,72.5,0,,0,0,78.4,9.9
"Chicago, IL",2023-06-22T22:00:00,72.1,72.1,0,,0,0,78.4,9.9
"Chicago, IL",2023-06-22T23:00:00,71.8,71.8,0,,0,0,78.4,9.3
"Chicago, IL",2023-06-23T00:00:00,70.2,70.2,0,,0,0,72.8,9.7
"Chicago, IL",2023-06-23T01:00:00,69.1,69.1,0,,0,0,80,8.9
"Chicago, IL",2023-06-23T02:00:00,68,68,0,,0,0,69.5,8.2
"Chicago, IL",2023-06-23T03:00:00,67.9,67.9,0,,0,0,96.2,8.1
"Chicago, IL",2023-06-23T04:00:00,68.3,68.3,0,,0,0,88.8,7.6
"Chicago, IL",2023-06-23T05:00:00,68.4,68.4,0,,0,0,97.5,7.6
"Chicago, IL",2023-06-23T06:00:00,68.5,68.5,0,,0,0,90.3,6.6
"Chicago, IL",2023-06-23T07:00:00,69.9,69.9,0,,0,0,64.4,6.6
"Chicago, IL",2023-06-23T08:00:00,72.5,72.5,0,,0,0,38.9,6.3
"Chicago, IL",2023-06-23T09:00:00,75.6,75.6,0,,0,0,48.9,6.6
"Chicago, IL",2023-06-23T10:00:00,79.7,79.7,0,,0,0,67.7,7
"Chicago, IL",2023-06-23T11:00:00,83.1,82.3,0,,0,0,18,9.7
"Chicago, IL",2023-06-23T12:00:00,84,82.7,0,,0,0,38.9,9.9
"Chicago, IL",2023-06-23T13:00:00,83.2,82.2,0,,0,0,24.2,9.9
"Chicago, IL",2023-06-23T14:00:00,83.8,82.6,0,,0,0,24.2,9.9
"Chicago, IL",2023-06-23T15:00:00,83.6,82.4,0,,0,0,29.4,9.9
"Chicago, IL",2023-06-23T16:00:00,83.5,82.4,0,,0,0,29.4,9.9
"Chicago, IL",2023-06-23T17:00:00,82.7,81.8,0,,0,0,24.2,9.9
"Chicago, IL",2023-06-23T18:00:00,82.2,81.4,0,,0,0,24.2,9.9
"Chicago, IL",2023-06-23T19:00:00,80.7,80.5,0,,0,0,29.4,9.9
"Chicago, IL",2023-06-23T20:00:00,77.7,77.7,0,,0,0,38.2,9.9
"Chicago, IL",2023-06-23T21:00:00,74.3,74.3,0,,0,0,29.4,9.9
"Chicago, IL",2023-06-23T22:00:00,73,73,0,,0,0,24.2,9.9
"Chicago, IL",2023-06-23T23:00:00,71.8,71.8,0,,0,0,6.2,9.9
"Chicago, IL",2023-06-24T00:00:00,70.8,70.8,0,,0,0,0,9.9
"Chicago, IL",2023-06-24T01:00:00,70.6,70.6,0,,0,0,0,9.9
"Chicago, IL",2023-06-24T02:00:00,69.4,69.4,0,,0,0,0,9.9
"Chicago, IL",2023-06-24T03:00:00,68.1,68.1,0,,0,0,0,9.9
"Chicago, IL",2023-06-24T04:00:00,67.9,67.9,0,,0,0,0,9.9
"Chicago, IL",2023-06-24T05:00:00,65.7,65.7,0,,0,0,24.2,9.9
"Chicago, IL",2023-06-24T06:00:00,66.2,66.2,0,,0,0,24.2,9.9
"Chicago, IL",2023-06-24T07:00:00,70.8,70.8,0,,0,0,24.2,9.9
"Chicago, IL",2023-06-24T08:00:00,74.9,74.9,0,,0,0,24.2,9.9
"Chicago, IL",2023-06-24T09:00:00,78.4,78.4,0,,0,0,18,9.9
"Chicago, IL",2023-06-24T10:00:00,82,81.8,0,,0,0,24.2,9.9
"Chicago, IL",2023-06-24T11:00:00,83.5,82.9,0,,0,0,24.2,9.9
"Chicago, IL",2023-06-24T12:00:00,86.3,84.9,0,,0,0,24.2,9.9
"Chicago, IL",2023-06-24T13:00:00,88.3,86.7,0,,0,0,27.5,9.7
"Chicago, IL",2023-06-24T14:00:00,90.8,88.7,0,,0,0,24.2,9.5
"Chicago, IL",2023-06-24T15:00:00,89.3,88.1,0,,0,0,29.4,9.5
"Chicago, IL",2023-06-24T16:00:00,89.3,88.6,0,,0,0,29.4,9.9
"Chicago, IL",2023-06-24T17:00:00,88.4,87.7,0,,0,0,29.4,9.9
"Chicago, IL",2023-06-24T18:00:00,85.6,85.5,0,,0,0,44,9.9
"Chicago, IL",2023-06-24T19:00:00,84.5,84.7,0,,0,0,44,9.9
"Chicago, IL",2023-06-24T20:00:00,82.6,83.1,0,,0,0,52.9,9.1
"Chicago, IL",2023-06-24T21:00:00,80.5,81.4,0,,0,0,78.4,9.9
"Chicago, IL",2023-06-24T22:00:00,79.3,79.3,0,,0,0,78.4,9.9
"Chicago, IL",2023-06-24T23:00:00,80.7,81.3,0,,0,0,78.4,9.9
"Chicago, IL",2023-06-25T00:00:00,81.8,81.7,0,,0,0,78.4,9.9
"Chicago, IL",2023-06-25T01:00:00,80.2,80.7,0.011,rain,0,0,89.7,8.7
"Chicago, IL",2023-06-25T02:00:00,69.8,69.8,0.521,rain,0,0,100,1.8
"Chicago, IL",2023-06-25T03:00:00,69,69,0.254,rain,0,0,100,6.2
"Chicago, IL",2023-06-25T04:00:00,69.7,69.7,0.038,rain,0,0,100,6.4
"Chicago, IL",2023-06-25T05:00:00,69,69,0.02,rain,0,0,97.5,8.9
"Chicago, IL",2023-06-25T06:00:00,68.8,68.8,0,,0,0,78.4,9.2
"Chicago, IL",2023-06-25T07:00:00,69.9,69.9,0,,0,0,78.4,9.9
"Chicago, IL",2023-06-25T08:00:00,72.9,72.9,0,,0,0,24.2,9.9
"Chicago, IL",2023-06-25T09:00:00,77.8,77.8,0,,0,0,24.2,9.9
"Chicago, IL",2023-06-25T10:00:00,81,84.4,0,,0,0,27.5,9.9
"Chicago, IL",2023-06-25T11:00:00,83.5,87.7,0,,0,0,89,9.9
"Chicago, IL",2023-06-25T12:00:00,84,88.4,0.051,rain,0,0,84.4,9.9
"Chicago, IL",2023-06-25T13:00:00,86.3,86.6,0,,0,0,86.5,9.9
"Chicago, IL",2023-06-25T14:00:00,82.9,83,0,,0,0,84.4,9.9
"Chicago, IL",2023-06-25T15:00:00,80.9,81.1,0,,0,0,89,9.9
"Chicago, IL",2023-06-25T16:00:00,78.4,78.4,0,,0,0,90.3,9.9
"Chicago, IL",2023-06-25T17:00:00,76,76,0,,0,0,90.3,9.3
"Chicago, IL",2023-06-25T18:00:00,74.5,74.5,0,,0,0,89,9.9
"Chicago, IL",2023-06-25T19:00:00,73.1,73.1,0.008,rain,0,0,91.5,9.9
"Chicago, IL",2023-06-25T20:00:00,69.6,69.6,0.158,rain,0,0,84.4,9.9
"Chicago, IL",2023-06-25T21:00:00,68.9,68.9,0.013,rain,0,0,89,9.9
"Chicago, IL",2023-06-25T22:00:00,69.7,69.7,0,,0,0,89,9.9
"Chicago, IL",2023-06-25T23:00:00,69.3,69.3,0.004,rain,0,0,71.3,9.9
"Chicago, IL",2023-06-26T00:00:00,69.3,69.3,0,,0,0,90.3,9.9
"Chicago, IL",2023-06-26T01:00:00,69.3,69.3,0,,0,0,90.3,9.9
"Chicago, IL",2023-06-26T02:00:00,69.3,69.3,0,,0,0,64.8,9.9
"Chicago, IL",2023-06-26T03:00:00,69.2,69.2,0,,0,0,90.3,9.9
"Chicago, IL",2023-06-26T04:00:00,69.2,69.2,0,,0,0,97.5,9.9
"Chicago, IL",2023-06-26T05:00:00,68.8,68.8,0.008,rain,0,0,100,8.8
"Chicago, IL",2023-06-26T06:00:00,68.8,68.8,0.001,rain,0,0,90.3,9.9
"Chicago, IL",2023-06-26T07:00:00,69.2,69.2,0,,0,0,89,9.9
"Chicago, IL",2023-06-26T08:00:00,70.4,70.4,0,,0,0,90.3,9.9
"Chicago, IL",2023-06-26T09:00:00,72.7,72.7,0,,0,0,91.5,9.9
"Chicago, IL",2023-06-26T10:00:00,71.3,71.3,0,,0,0,92.8,9.9
"Chicago, IL",2023-06-26T11:00:00,71.3,71.3,0,,0,0,100,9.9
"Chicago, IL",2023-06-26T12:00:00,70.9,70.9,0,,0,0,100,9.9
"Chicago, IL",2023-06-26T13:00:00,73.7,73.7,0,,0,0,92.8,9.9
"Chicago, IL",2023-06-26T14:00:00,73.8,73.8,0,,0,0,100,9.4
"Chicago, IL",2023-06-26T15:00:00,72.9,72.9,0,,0,0,100,7.7
"Chicago, IL",2023-06-26T16:00:00,72.5,72.5,0,,0,0,100,5.5
"Chicago, IL",2023-06-26T17:00:00,73.5,73.5,0,,0,0,90.3,3.5
"Chicago, IL",2023-06-26T18:00:00,74.5,74.5,0,,0,0,90.3,4.3
"Chicago, IL",2023-06-26T19:00:00,74,74,0,,0,0,97.5,3.5
"Chicago, IL",2023-06-26T20:00:00,73.9,73.9,0,,0,0,96.2,3.5
"Chicago, IL",2023-06-26T21:00:00,73.1,73.1,0,,0,0,91.5,3.3
"Chicago, IL",2023-06-26T22:00:00,73.1,73.1,0,,0,0,97.5,7.4
"Chicago, IL",2023-06-26T23:00:00,71.8,71.8,0,,0,0,89,7
"Chicago, IL",2023-06-27T00:00:00,70.9,70.9,0,,0,0,72.8,7.5
"Chicago, IL",2023-06-27T01:00:00,70.3,70.3,0,,0,0,75.5,6.8
"Chicago, IL",2023-06-27T02:00:00,69.1,69.1,0,,0,0,90.3,6.5
"Chicago, IL",2023-06-27T03:00:00,67.9,67.9,0,,0,0,90.3,4.3
"Chicago, IL",2023-06-27T04:00:00,67.5,67.5,0,,0,0,90.3,4.5
"Chicago, IL",2023-06-27T05:00:00,66.2,66.2,0,,0,0,90.3,3.7
"Chicago, IL",2023-06-27T06:00:00,66.2,66.2,0,,0,0,97.5,1.5
"Chicago, IL",2023-06-27T07:00:00,65.5,65.5,0,,0,0,100,1.9
"Chicago, IL",2023-06-27T08:00:00,65.6,65.6,0,,0,0,100,1.9
"Chicago, IL",2023-06-27T09:00:00,66.1,66.1,0,,0,0,100,2.3
"Chicago, IL",2023-06-27T10:00:00,67.1,67.1,0,,0,0,100,1.8
"Chicago, IL",2023-06-27T11:00:00,70.2,70.2,0,,0,0,100,1.6
"Chicago, IL",2023-06-27T12:00:00,72.6,72.6,0,,0,0,100,1.2
"Chicago, IL",2023-06-27T13:00:00,73.2,73.2,0,,0,0,100,1.2
"Chicago, IL",2023-06-27T14:00:00,74.1,74.1,0,,0,0,100,1.2
"Chicago, IL",2023-06-27T15:00:00,75,75,0,,0,0,92.8,1.3
"Chicago, IL",2023-06-27T16:00:00,74,74,0,,0,0,92.8,1.8
"Chicago, IL",2023-06-27T17:00:00,73.2,73.2,0,,0,0,92.8,1.6
"Chicago, IL",2023-06-27T18:00:00,71.5,71.5,0,,0,0,100,1.2
"Chicago, IL",2023-06-27T19:00:00,68.9,68.9,0,,0,0,100,1.2
"Chicago, IL",2023-06-27T20:00:00,67.8,67.8,0,,0,0,100,1.2
"Chicago, IL",2023-06-27T21:00:00,65.9,65.9,0,,0,0,100,1.5
"Chicago, IL",2023-06-27T22:00:00,65.8,65.8,0,,0,0,100,1.5
"Chicago, IL",2023-06-27T23:00:00,65.9,65.9,0,,0,0,100,1.5
"Chicago, IL",2023-06-28T00:00:00,64.5,64.5,0,,0,0,100,1.5
"Chicago, IL",2023-06-28T01:00:00,64.3,64.3,0,,0,0,100,1.5
"Chicago, IL",2023-06-28T02:00:00,61.7,61.7,0,,0,0,97.3,1.5
"Chicago, IL",2023-06-28T03:00:00,60.3,60.3,0,,0,0,68.6,1.5
"Chicago, IL",2023-06-28T04:00:00,59.3,59.3,0,,0,0,71.3,1.7
"Chicago, IL",2023-06-28T05:00:00,59.4,59.4,0,,0,0,71.5,1.7
"Chicago, IL",2023-06-28T06:00:00,59.8,59.8,0,,0,0,24.2,1.4
"Chicago, IL",2023-06-28T07:00:00,62.6,62.6,0,,0,0,78.4,1.4
"Chicago, IL",2023-06-28T08:00:00,65.5,65.5,0,,0,0,78.4,1.5
"Chicago, IL",2023-06-28T09:00:00,68.3,68.3,0,,0,0,89,1.5
"Chicago, IL",2023-06-28T10:00:00,70.4,70.4,0,,0,0,100,1.4
"Chicago, IL",2023-06-28T11:00:00,74.3,74.3,0,,0,0,97.5,1.2
"Chicago, IL",2023-06-28T12:00:00,78.8,78.8,0,,0,0,97.5,1.2
"Chicago, IL",2023-06-28T13:00:00,82.4,81.2,0,,0,0,97.5,1.9
"Chicago, IL",2023-06-28T14:00:00,83.1,82,0,,0,0,91.5,2.6
"Chicago, IL",2023-06-28T15:00:00,83.3,82.4,0,,0,0,85.6,2.1
"Chicago, IL",2023-06-28T16:00:00,83.8,82.7,0,,0,0,84.4,2
"Chicago, IL",2023-06-28T17:00:00,82.1,81.6,0,,0,0,90.3,2
"Chicago, IL",2023-06-28T18:00:00,80.4,80.7,0,,0,0,89,2
"Chicago, IL",2023-06-28T19:00:00,79.2,79.2,0,,0,0,90.3,2
"Chicago, IL",2023-06-28T20:00:00,77,77,0,,0,0,97.5,2
"Chicago, IL",2023-06-28T21:00:00,75.3,75.3,0,,0,0,97.5,1.5
"Chicago, IL",2023-06-28T22:00:00,74.3,74.3,0,,0,0,90.3,2.1
"Chicago, IL",2023-06-28T23:00:00,74.4,74.4,0,,0,0,76.3,2.2
"Chicago, IL",2023-06-29T00:00:00,74,74,0,,0,0,27.5,2.2
"Chicago, IL",2023-06-29T01:00:00,73.6,73.6,0,,0,0,75.5,2.3
"Chicago, IL",2023-06-29T02:00:00,73.7,73.7,0,,0,0,78.4,2.3
"Chicago, IL",2023-06-29T03:00:00,73,73,0.001,rain,0,0,75.5,2.7
"Chicago, IL",2023-06-29T04:00:00,72.7,72.7,0,,0,0,78.4,2.2
"Chicago, IL",2023-06-29T05:00:00,73.1,73.1,0,,0,0,90.3,2.1
"Chicago, IL",2023-06-29T06:00:00,72.7,72.7,0.029,rain,0,0,84.7,1.9
"Chicago, IL",2023-06-29T07:00:00,74.1,74.1,0,,0,0,40,1.9
"Chicago, IL",2023-06-29T08:00:00,76.3,76.3,0,,0,0,50.2,1.9
"Chicago, IL",2023-06-29T09:00:00,78.8,78.8,0,,0,0,29.4,2.9
"Chicago, IL",2023-06-29T10:00:00,82,84.2,0,,0,0,18,3.4
"Chicago, IL",2023-06-29T11:00:00,83.7,87,0,,0,0,69.5,5.4
"Chicago, IL",2023-06-29T12:00:00,85.7,89.5,0,,0,0,69.5,6.6
"Chicago, IL",2023-06-29T13:00:00,86.4,90.9,0,,0,0,100,6.6
"Chicago, IL",2023-06-29T14:00:00,85.2,89.9,0,,0,0,98.7,6.2
"Chicago, IL",2023-06-29T15:00:00,83.3,87.7,0,,0,0,100,6.3
